text,label
"La ciencia de datos está revolucionando el modo en que las empresas se relacionan con sus clientes. El sector financiero no se ha quedado atrás, y aplica esta nueva tecnología con múltiples fines. Por ejemplo, los datos permiten a los bancos ofrecer a sus clientes productos y servicios que les ayudan a personalizar y simplificar su experiencia bancaria, categorizar sus ingresos y gastos, detectar anomalías en sus cuentas o calcular su huella de carbono. Siempre con los datos anonimizados, y con autorización previa del cliente, de forma que se pueda extraer todo su potencial sin identificar a las personas que los han generado._x000D_ Uno de los mayores anhelos de las empresas, poder entender mejor el comportamiento y demandas de sus clientes, se ha hecho realidad en la última década con la aparición de ‘data science’ o ciencia de datos. Permite la creación automatizada de conocimiento procesable y de modelos para la toma de decisiones por parte tanto de humanos como de máquinas. Lo cual resulta muy útil en tiempos como los actuales, en que las compañías y los consumidores se relacionan a velocidad de vértigo. “Trabajar en ‘big data’ significa definir el presente y el futuro del mundo”, afirma Elena Alfaro, responsable de Datos y Analítica Avanzada de Client Solutions de BBVA. “Los datos y el uso de la inteligencia basada en datos están presentes en casi cualquier cosa de lo que hacemos. Están definiendo y moldeando el mundo en el que vivimos y, desde luego, lo va a hacer mucho más de aquí en adelante”._x000D_ Es en su rápida capacidad de respuesta donde radica la fortaleza de la Ciencia de Datos, como señala Luis de la Fuente Valentín, profesor del Máster en Análisis y Visualización de Datos Masivos de la Universidad Internacional de La Rioja (UNIR). “Con el análisis",0
En una entrevista publicada este miércoles por Financial Times el presidente de la Autoridad Bancaria Europea José Manuel Campa reconoció que una de las principales preocupaciones a la hora de supervisar el universo cripto es contratar y retener al personal especializado requerido porque existe una gran demanda de talento criptográfico.En palabras de José Manuel Campa al diario británico la Autoridad Bancaria Europa está preocupada además por planificar la logística para hacer cumplir sus nuevos poderes porque no sabrá qué criptomonedas supervisará hasta que se acerque el año 2025.Según ha señalado Campa mi preocupación es más sobre asegurarnos de que el riesgo que hemos identificado... se gestione adecuadamente. Si no lo hacemos tan bien como deberíamos tendremos que vivir con las consecuencias.La UE finalizó recientemente su legislación de Mercados en Criptoactivos MiCA que se aplicará en las 27 naciones miembros aunque aún queda un largo periodo de transición hasta que las medidas se conviertan en ley.Según reconoce el propio Campa en la entrevista a Financial Times en tres años las criptomonedas pueden haberse movido y transformado en otros usos que no puedo anticipar.,0
"España, escogida como destino turístico recomendado por Cámara LGBT de Brasil . Podemos anda inmerso en una estrategia de rebajar los decibelios con el PSOE , con el objetivo de buscar una aproximación que brinde alguna opción de sentarse a negociación. Ocurre que, en este sendero, brotan ramalazos como el Open Arms o Cataluña que si",0
" . Musulman dando las gracias por su acogida en Europa en un Centro de Salud Español. Imágenes que TVE no difunden para no caer alarma social. Manda huevos, nos van a comer con patatas!",1
"PRUNE, el partido musulmán, amplía sus objetivos: se presenta a las municipales en Granada, Zaragoza, Murcia, Alicante y Gerona . Desde que la «manada» de los San Fermines se diese a conocer por su agresión sexual a una joven hace ya casi 3 años, se han sucedido al menos otras 100 «manadas» en nuestro país por las que se ha imputado a más de 350 varones. En los 3 meses que llevamos ",1
A partir de la reactivación económica tras la pandemia de covid19 y la guerra en Ucrania el mundo ha experimentado una profunda inflación en la mayoría de países.Aunque las economías industrializadas han visto más presión sobre los precios de la energía en muchos de los países emergentes y en desarrollo la inflación está siendo jalonada por los altos precios de los alimentos.De acuerdo con cifras de la Organización para la Cooperación y el Desarrollo Económicos Ocde mientras que en el G7 la inflación de alimentos fue de 8 en marzo de 2022 la de energía alcanzó una tasa de 32 en el mismo mes.Caso contrario ocurre en las economías de América Latina. Colombia registró en marzo una inflación de alimentos de 254 mientras que la de energía fue de 113. Lo mismo sucede en México donde el IPC de los alimentos llegó a 13 mientras que el de la energía fue de 53.El aumento de los precios de los alimentos tiene efectos devastadores sobre los más pobres y vulnerables. Los países deben ayudar a los agricultores a incrementar la plantación y los cultivos.Los países emergentes tendrán una inflación en torno al 5 o 6 al cierre del año. Esto está llevando a que los bancos centrales alrededor del mundo estén en una dinámica de incremento de tasas.De acuerdo con estimaciones del Banco Mundial las perturbaciones de los precios de los alimentos y la energía causadas por la guerra de Ucrania podrían durar años.En ese orden de ideas el dinero con el que se hacía mercado hace poco más de dos años alcanza para menos entre los países de la Alianza del Pacífico México Colombia Perú y Chile.Entre las economías de este grupo Chile es el país donde es más caro hacer mercado mientras que Colombia es el más barato.A esta,0
Marzo fue el mes con el alza más fuerte desde que se empezó a medir la inflación entre los países de la Unión Europea el máximo de 23 años llegó a 750 aún cuando las estimaciones del mercado financiero esperaban que fuera 660.El tema responsable de la elevación del costo de vida en Europa es el movimiento que han visto las personas en los precios de la energía si bien los costos ya habían empezado desde antes de la invasión a Ucrania estos se incrementaron una vez Rusia empezó la guerra.Reportes de Eurostat muestran que desde octubre el índice promedio de energía en la región empezó a subir más de 20 en octubre pasado y ahora el indicador ya va arriba de 40. Juntos el gas natural y el carbón siguen suministrando más de 35 de la producción total de la UE y el gas representa más de una quinta parte por lo que el papel de estos sectores resulta clave en los balances de producción industrial pero también en el costo de vida de los habitantes.En la actualidad los combustibles fósiles tienen una participación pequeña en algunos territorios como Suecia Francia y Luxemburgo pero son más de 60 de la producción total en los Países Bajos Polonia Malta y Chipre.Se empieza a hablar de crisis energética porque los precios para los consumidores están casi al doble de lo que les cobraban hace un año y podría llegar la mora.Gran parte del repunte de la inflación ha sido impulsado por los precios de la energía que fueron 447 más altos que el año anterior después de haber sido 32 superiores a los de febrero. La inflación de los precios de los alimentos también repuntó al 5 en marzo desde el 42 de febrero. Rusia y Ucrania son grandes exportadores de,0
"La Asamblea de Tokio aprueba una ordenanza antitabaco más estricta que la ley estatal . La Asamblea de Tokio aprueba una ordenanza antitabaco más estricta que la ley estatal El pasado *NUMBER* de junio la Asamblea de Tokio aprobó con el voto mayoritario de todas las formaciones políticas a excepción del Partido Liberal Democrático una nueva ordenanza para dar mayor protección a los fumadores pasivos en la capital. Esta medida es mucho más estricta que la reforma que ahora se encuentra en plena deliberación en la Dieta, y contiene normas como la prohibición total de fumar en el interior de restaurantes con empleados independientemente de la amplitud del espacio del establecimiento. Las multas por incumplir la normativa serán de hasta *NUMBER* yenes. Esta ordenanza comenzará a ser puesta en marcha paulatinamente, y se espera que sea implementada en su totalidad para el mes de abril de *NUMBER*, antes de la celebración de los Juegos Olímpicos y Paralímpicos. Tras la votación en la asamblea, la gobernadora Koike Yuriko aseguró ante la prensa que ""El objetivo es hacer que Tokio sea un lugar confortable para las personas que fuman y también para las que no. Con este reglamento queremos continuar creando una política que ponga la salud en primer lugar"". La reforma a la ley estatal permitirá fumar en restaurantes cuya superficie para los clientes sea menor de *NUMBER* metros cuadrados, mientras que la ordenanza para la prefectura de Tokio impondrá la prohibición de fumar en todo el local siempre que no se trate de restaurantes regentados únicamente por los miembros de una misma familia, y solo permitirá el consumo de tabaco en salas específicamente acondicionadas para ello. En cuanto al tabaco sin combustión, al no estar claros aún sus efectos sobre la salud, Tokio se ajustará a la ley estatal y",0
" . Mercurio, Venus y Saturno sobre las Pirámides de Giza, esto ocurre una vez cada 2373 años!!!",1
" . Una prueba PCR mal hecha perfora el cerebro a una paciente. Los médicos recuerdan la importancia de seguir los protocolos al pie de la letra"" a la hora de realizar los test",1
" . Este es Alberto Sánchez, médico del Hospital de La Paz de Madrid que acaba de fallecer a la edad de 24 24 años a causa del coronavirus tras un gran trabajo y esfuerzo al cuidado de más de miles de pacientes, pero como no es futbolista ni cantante",1
" . Una vez el rebaño acepta las vacunas obligatorias, se acaba el juego, aceptarán cualquier cosa, donación forza (sic.) de sangre u órganos 'por el bien común'. Podemos modificar genéticamente a los niños y esterilizarnos 'por el bien común'. Controla la mente de las ovejas y tú controlas el rebaño. Los fabricantes de vacunas pueden ganar miles de millones y muchos de ustedes en esta sala son inversores, es un ganar ganar y ganar. Disminuimos el rebaño y el rebaño nos paga por su exterminio",1
" . Traduzco al Nazi Fascista Golpista rogertorrent Cuando consigamos la República y tengamos nuestras leyes y nuestra constitución, podremos por fin pedir al parlamento un derecho heroico, y FUSILAR a toda escoria de charnegos y españoles que nos han impedido llegar hasta aquí",1
Con la reactivación económica la compra de vehículos ha evidenciado un movimiento positivo desde inicio de año pese a que se vio levemente afectado su comportamiento debido a la llegada de un tercer pico de la pandemia.Según cifras de la Asociación Nacional de Movilidad Sostenible Andemos basadas en la información del Registro Único Nacional de Tránsito Runt en septiembre se matricularon 22.834 vehículos nuevos en el país lo que representó un crecimiento de 50 con respecto al mismo periodo del año anterior y de 07 frente a 2019.Hoy si usted desea adquirir un auto nuevo o usado encontrará tasas de crédito que van desde 9 efectivo anual E.A. y que pueden sobrepasar 18 E.A. dependiendo de factores como el plazo al cual difiere el préstamo el monto adeudado e incluso varía según el instrumento bajo el cual adquiere el vehículo.Usualmente cuando se adquiere un carro lo que desembolsa el banco lo hace a través de un modelo conocido como prenda que implica que la entidad financiera es la dueña de ese bien material hasta que se salde la deuda. De este modo el comprador no podrá venderlo ni traspasarlo directamente pese que representa beneficios como menor tasa o mayor monto de financiación. También es posible adquirirlo sin necesidad de recurrir a esta herramienta.Adicionalmente compañías como Bancolombia Bbva o Bogotá ofrecen la opción de leasing alternativa a través de la cual las cuotas que se cancelan son asumidas como un arrendamiento del vehículo elegido. Al final cada usuario tiene la posibilidad de comprar cierto porcentaje del mismo. En estos casos la adquisición no aumenta su patrimonio se puede deducir del impuesto de renta el gasto por depreciación de vida útil del activo y el gasto de intereses generado por la obligación financiera sumado a la opción de ceder el contrato con,0
"Manifestante anti-Trump escala Estatua de la Libertad . Manifestante anti-Trump escala Estatua de la Libertad
 Una mujer, que durante varias horas protagonizó una protesta contra las políticas migratorias de Trump y que colgó una manta con la frase ""Abolish ICE"", fue detenida tres horas de iniciar su inconformidad.
La mujer que durante varias horas protagonizó una protesta aislada contra la política migratoria del gobierno de EU en el pedestal de la Estatua de la Libertad en Nueva York, y que colgó una manta con la frase ""Abolish ICE"", aceptó bajar del lugar asistida por dos agentes policiales.
La mujer, que no ha sido identificada, estaba protestando contra la política migratoria de la Administración Trump y la decisión de las autoridades de separar a las familias de migrantes indocumentados.
La mujer logró llegar a la sección media del monumento, por lo que las autoridades tuvieron que desalojar la isla por seguridad.
Según fuentes de los cuerpos de seguridad, la mujer había advertido que no bajaría voluntariamente hasta que no fueran puestos en libertad ""todos los niños"" que han sido separados de sus padres que son inmigrantes indocumentados. Más de dos mil niños que acompañaban a sus padres cuando ingresaron el país de forma ilegal por la frontera con México han sido separados de sus progenitores y colocados en centro de detención mientras se resuelve su situación migratoria.",0
"La Fiscalía investigará a una agencia ucraniana de gestación subrogada con sede en España . La sostenibilidad cada vez cuenta con más peso a la hora de planificar cualquier proyecto empresarial. En este sentido, la digitalización de las compañías, y en especial el internet de las cosas (IoT), ayuda a respetar el medio ambiente mediante solucione",0
 . El Govern de la Generalitat responsabilizó ayer a «grupos organizados de extrema derecha» del ataque a un centro de menores extranjeros no tutelados que tuvo lugar en la noche del jueves en la localidad barcelonesa de El Masnou (Barcelona) y que acabó con,0
" . En la actualidad, podemos ver cómo son cada vez más las personas que están en nuestro alrededor y que están padeciendo de cáncer, el cual afecta a cualquier sin importar su edad y sexo. Sin embargo, lo que muchos desconocen e ignoran es el hecho que con e",1
" . Cataluña dará hasta 14.292€ año a cada familia de inmigrantes ilegales sin exigirles cotizar a la Seg. Social Una familia de 2 miembros recibira 966€/mes, el requisito es llevar 2 años empadronado en algun munic catalan, beneficiarios serian los manteros",1
"BBVA Open Innovation busca apoyar la transformación digital del Grupo Financiero y del ecosistema de emprendedores y desarrolladores reuniendo talento del 21 al 23 de octubre 2022 para crear soluciones innovadoras a los retos lanzados por las unidades de negocio de BBVA en México, España, Colombia, Perú y los aliados estratégicos del ecosistema de emprendimiento._x000D_ Organizado por BBVA México, el Hackathon BBVA 2022 no tiene costo y este año participarán 800 competidores, la mayoría jóvenes de entre 20 y 28 años, con un perfil de trabajo en equipo, analíticos, con gusto por la innovación, creativos, comunicadores efectivos, proactivos, capaces de recibir retroalimentación, integración ágil y capacidad de comunicar claramente sus ideas. En esta edición se contará con la participación de los patrocinadores AWS, Cisco, Microsoft, TCS, Google Cloud y Softtek._x000D_ Hugo Nájera Alva, director general de Soluciones al Cliente de BBVA México, comentó: “Un pilar de nuestra estrategia es la innovación. El banco está en constante evolución y transformación digital para dar un mejor servicio a nuestros clientes, es por ello que continuaremos siendo el puente que conecte la creatividad y la disrupción entre los ecosistemas de innovación y emprendimiento”._x000D_ ""Continuaremos siendo el puente que conecte la creatividad y la disrupción entre los ecosistemas de innovación y emprendimiento""_x000D_ Los participantes deberán formar equipos de dos a seis integrantes y podrán construir una solución desde cero en 40 horas ininterrumpidas con la ventaja que trabajarán desde casa y obtendrán ayuda de expertos de la industria durante el evento. Además, podrán utilizar e integrar las últimas tecnologías, productos, herramientas, así como los servicios de BBVA y de los aliados para acelerar su desarrollo al crear soluciones atractivas._x000D_ Los retos que se lanzarán a los participantes estarán a cargo de BBVA (un reto) BBVA España (un reto) y de las filiales del Grupo",0
"Violentos manteros trataron de asaltar la comisaría de Benicarló para recuperar la mercancía incautada . Jorge Luis Ruiz “El amor es para el niño lo que el sol para las flores. No le basta pan: necesita caricias para ser bueno y para ser fuerte”, escribió Concepción Arenal, Abogada, periodista y escritora española. Resulta dramático el video que llegó a esta",1
"Un inmigrante afgano tira a una chica por las escaleras del Metro . Prácticamente todo el mundo ha intentado comerse los mocos cuando era niño. A medida que vamos creciendo, esta costumbre deja de ser habitual por motivos evidentes, aunque según los últimos estudios dejar de hacerlo podría ser desaconsejable. Acaban de de",1
"Pleito ""Canelo"" vs Golovkin debe realizarse: Floyd Mayweather . Pleito ""Canelo"" vs Golovkin debe realizarse: Floyd Mayweather
Mayweather Jr. consideró que debería llevarse a cabo, incluso en otro lugar que no sea Las Vegas
Los Ángeles.- Para el ex boxeador estadounidense Floyd Mayweather Jr., la pelea entre el mexicano Saúl ""Canelo"" Álvarez y el kazajo Gennady Golovkin debería realizarse.
Ante la inminente cancelación de la contienda que está programada para el *NUMBER* de mayo, esto debido al positivo por ""clembuterol"" que arrojó el ""Canelo"", Mayweather Jr. consideró que debería llevarse a cabo, incluso en otro lugar que no sea Las Vegas.
""No estoy aquí para decir cosas malas de 'GGG' o 'Canelo', pienso que la pelea debe de realizarse, quiero decir, si ponen la pelea en otro lado"", comentó en declaraciones a ""Fight Hype"".
Dejó en claro que de llevarse a cabo, las pruebas al pugilista deberán ser más continuas, ""de aquí hasta la pelea tendrían que ser análisis aleatorios de sangre y orina"".
El pasado *NUMBER* de marzo ""Golden Boy Promotions"" dio a conocer que el positivo del ""Canelo"" por clembuterol, en mínimas cantidades, todo parece indicar por consumo de carne contaminada, un problema en México. Se hizo al menos tres pruebas más, todas con resultado negativo.
Aunque es un tema delicado, ""Money"" Mayweather resaltó la calidad de ambos boxeadores, ""me encanta ""GGG"", creo que es un boxeador tremendo, y creo que 'Canelo' es un peleador formidable"".",0
"Las fuerzas de seguridad del Reino Unido alertan de ataques terroristas suicidas en Canarias y otras zonas turísticas españolas este verano . Las fuerzas de seguridad del Reino Unido han advertido este fin de semana la existencia de amenazas de ataques en playas de Canarias y del resto de España este verano por terroristas suicidas. Se achaca este plan a la diabólica Samantha Lewthwaite, conocida como la «viuda blanca». Sería una macabra acción «espectacular», de acuerdo con lo que ha difundido este fin de semana «Daily Star», de la cadena de periódicos británico «Reach», antes del grupo «Trinity Mirror», citando fuentes del MI5, el servicio de inteligencia interior del Reino Unido. En la página web del Ministerio de Asuntos Exteriores del Reino Unido sobre consejos de viajes a España, Londres no ha hecho acualización alguna sobre terrorismo. Al igual que en meses anteriores, señala: «Es probable que los terroristas intenten llevar a cabo ataques en España. Los ataques pueden ser indiscriminados, incluso en lugares visitados por extranjeros. Las autoridades españolas toman medidas para proteger a los visitantes, pero debe estar atento y seguir las instrucciones de las autoridades locales». Conversas y blancas El diario británico hace especial mención a la presencia de mujeres yihadistas, reclutadas por Samantha Lewthwaite y convertidas al islam. De España: «costas españolas e islas Canarias» además de Chipre, Grecia y Turquía. Los detalles proceden de correos electrónicos encriptados, llamadas telefónicas y servicios de inteligencia extranjeros. «Se teme que haya reclutado hasta 30 terroristas, a quienes se les ha enseñado a construir chalecos suicidas y elegir sus propios objetivos», afirma el periódico londinense. Samantha Lewthwaite, de 32 años, se incorporó al Daesh «y es una de las sospechosas de terrorismo más buscadas en Occidente». Una fuente del MI5, que se dedica a la seguridad interna en el",1
"PGR incauta cargamento de cocaina a Aurelio Nuño en avioneta propiedad de Javier Duarte . PGR incauta cargamento de cocaina a Aurelio Nuño en avioneta propiedad de Javier Duarte
Aurelio Nuño Meyer actual miembro del PRI, ocupando el cargo de Secretario de Educación Pública, ha estado envuelto en muchos escándalos desde que empezó a emprender su vida política pero este sin duda alguna es el que le termino de colocar la cereza al pastel. Ya habían sido varias las acusaciones de que el político está implicado con presuntos narcotraficantes radicados en la región.
De acuerdo con el fiscal general de California, Kamala D. Harris, el cargamento, cuyo valor estimado es de unos *NUMBER* millones de dólares, fue encontrado en un compartimento secreto dentro del autobús que había llegado a Estados Unidos por el cruce fronterizo entre Tijuana y Baja California. Lo que llamo la atención de las autoridades es que este bus había cruzado en repetidas oportunidades la frontera pero no llevaba pasajeros, por lo cual lo siguieron hasta un taller en Los Ángeles donde descubrieron el cargamento escondido en un compartimento secreto.
En la operación fueron detenidos Víctor Fainz Miranda, de *NUMBER* años, Jaime Jiménez, de *NUMBER* años y Humberto Vázquez, de *NUMBER*. Los sospechosos están actualmente bajo custodia luego de un exhaustivo interrogatorio los hombres revelaron el nombre del sujeto a quien pertenece dicho cargamento y para sorpresa de muchos dieron el nombre del actual secretario de Educación Aurelio Nuño describiendo con exactitud los datos del hombre. El bus estaba rotulado con stickers del Gobierno Mexicano al igual que el titular del bus. En las próximas horas esta noticia correrá como polvera por los diversos medios de comunicación.",1
"""Justicia e igualdad, no salarios rosas"", reclaman mujeres en Edomex al gobierno de Alfredo del Mazo . ""Justicia e igualdad, no salarios rosas"", reclaman mujeres en Edomex al gobierno de Alfredo del Mazo TOLUCA, Edomex (apro).- ""Queremos justicia, seguridad, no tarjetas rosas"", planteó desde Ecatepec -uno de los municipios del país más peligrosos para la mujer, a pesar de la alerta por violencia de género- la Red de Mujeres Construyendo una Nueva República (RMCNR). Justicia e igualdad, fueron los reclamos de una centena de activistas, en el marco del Día Internacional de la Mujer, quienes con cruces rosas y pancartas recordaron por las calles: ""Nos están matando, el Estado es responsable"", ""Ni más, ni menos: sólo igualdad, los mismos derechos"". Tan sólo en Ecatepec, la RMCNR contabiliza *NUMBER* de *NUMBER* feminicidios registrados en la entidad en lo que va de *NUMBER*, aunque la cifra puede ser superior, ""pues no hay semana que no aparezcan al menos tres o cuatro cuerpos desmembrados, con señales de tortura y/o violadas, ya sea en las calles, en el canal de desagüe o en el cerro"". Marisol López Cruz, presidenta del Movimiento de Mujeres Frida Kahlo A.C., advirtió que ""hoy más que nunca las mujeres tenemos conciencia y poco a poco hemos ganado terreno frente a los gobiernos patriarcales y misóginos, como el del Estado de México"". A través de la historia, prosiguió, ""nos han sometido… la justicia, respeto, igualdad y equidad nos han sido negados desde el principio de los tiempos"". Exigió voluntad de los gobernantes para brindar al sector femenino las garantías, reclamadas, pues advirtió que lastiman la indiferencia, impunidad y complicidad de las autoridades. ""A las mujeres nos siguen criminalizando y culpando con justificaciones tan burdas como irnos con el novio, o por el simple hecho de ser mujeres. Las mujeres no",0
"Difunden el proyecto cultural de AMLO . Difunden el proyecto cultural de AMLO La coalición Juntos Haremos Historia, que compite por la Presidencia de la República, presentó el proyecto cultural que desarrollará el candidato Andrés Manuel López Obrador (AMLO) en caso de ganar la elección del *NUMBER*º de julio. Alejandra Frausto Guerrero, propuesta por AMLO para ocupar la Secretaría de Cultura federal, encabezó la reunión efectuada el martes en la Universidad del Claustro de Sor Juana, a la que acudieron integrantes de la comunidad cultural de la Ciudad de México. Quien fue directora de Culturas Populares de esa secretaría explicó que las propuestas se articularon luego de las reuniones que ha tenido con gremios de arquitectos, artesanos, artistas escénicos y visuales, cineastas, chefs, cocineras tradicionales, diseñadores gráficos e industriales, escritores, músicos, galeristas y editores. Inclusión y equidad Como adelantó Frausto en entrevista con La Jornada (*NUMBER*/*NUMBER*/*NUMBER*), la política cultural del gobierno de AMLO tendrá la misión de ''bajar al ruedo y procurar la paz"", a partir de ''las múltiples coincidencias, sueños comunes, ideas innovadoras y necesidades ineludibles"". Frausto estuvo acompañada por la escritora Laura Esquivel, el periodista Jesús Ramírez Cuevas, Alfonso Romo, responsable de estrategia y enlace con empresarios, gobiernos y sociedad civil de la coalición; Luisa María Alcalde, propuesta como secretaria del Trabajo; Héctor Vasconcelos, quien sería titular de Relaciones Exteriores, y María Luisa Albores González, quien iría de Desarrollo Social. Todos explicaron que la Secretaría de Cultura en el gobierno de AMLO será ''incluyente y equitativa"", siempre en coordinación estrecha con dependencias y entidades de la administración pública federal, estados, municipios y las alcadías de la Ciudad de México, con participación de los sectores social y privado. El reto es, explicó Frausto, garantizar el acceso a la cultura de forma igualitaria para todas las personas, priorizando a los",0
 . #Almeida elimina la Dirección General de Igualdad y quiere destruir el mural feminista de Ciudad Lineal en Madrid. No sabemos si es cobardía ante #Vox. O es que al #PP les sobran las mujeres y las políticas de igualdad!! Aunque lo mismo son las dos cosas!!,1
 . URGENTE: Presidente Jair Bolsonaro testa [trad.: da] positivo para Coronavirus Covid19,1
Moscú admite que la explosión en una base rusa estaba vinculada a pruebas de nuevas armas . La Policía Nacional ha detenido en Granada a un español de 51 años que se presentaba sin serlo como un abogado y asesora expertos en trámites de extranjería y que cobraba para realizar empadronamientos ilegales que provocaron Según ha informado en un comu,0
En los últimos meses el dólar ha llegado a máximos históricos lo cual ha generado una alta volatilidad en otras monedas internacionales siendo las economías emergentes las más afectadas. Esta situación ha provocado que se piensen nuevos modelos como la creación de una moneda regional. Pero qué tan viable es y qué se necesitaríaHasta el momento cada país ha enfrentado la devaluación de manera independiente pero ahora con la llegada de varios presidentes de izquierda en América Latina nuevas alianzas se consolidan para buscar opciones que beneficien a la región. De hecho el primer encuentro ya se dio pues ayer el presidente Gustavo Petro y el mandatario de Chile Gabriel Boric se reunieron para hablar de varios temas como la política exterior y la economía de la región.Ante la pregunta sobre el desarrollo de una única moneda en la región el presidente de Chile respondió que todas las iniciativas de integración regional que fortalezcan a la cooperación de nuestros países me parece que apuntan en una buena dirección.Sin embargo resaltó que la realización de esta opción es un proceso complejo por lo cual los países deben avanzar primero en otros aspectos como el intercambio de recursos naturales para alcanzar la descarbonización y la integración del sistema eléctrico.Continentes como Europa se rigen con este modelo desde 1991 cuando se firmó el Tratado de Maastricht aunque los efectos han sido distintos en cada economía debido a la situación fiscal que tenían.El euro ha sido un ejemplo de que generar una moneda única tiene costos muy fuertes especialmente si los países tienen posiciones fiscales débiles como el caso de Grecia cuando se unió al euro o cuando Italia también lo hizo. Eso conlleva esfuerzos demasiado grandes en términos de ajuste.Para Latinoamérica no es tan aconsejable ya que en la región no hay ningún,0
"La caída de WhatsApp afecta a medio mundo . La caída de WhatsApp afecta a medio mundo Si durante la mañana de este viernes ha observado que no le llegaban mensajes de WhatsApp, entonces es usted uno de los afectados por la caída de este servicio de mensajería móvil. La aplicación móvil de mensajes WhatsApp ha dejado de funcionar en torno a las nueve de la mañana hora peninsular española, un fallo que se ha extendido por varios países de Europa, Asia y América, especialmente en países como España, Reino Unido o Países Bajos, donde los problemas de funcionamiento han sido más acusados. El servicio se ha ido recuperando a partir de las *NUMBER*. Las búsquedas web sobre el fallo del servicio de mensajería se han multiplicado en todo el mundo, desde Australia hasta Brasil pasando por Europa. WhatsApp tiene más de mil millones de usuarios activos y es una de las aplicaciones móviles y web más populares de Internet. En España, un estudio de la empresa de tecnología Adglo, especializada en el sector, el *NUMBER*% de los internautas españolas de entre los *NUMBER* y los *NUMBER* años han utilizado la plataforma de mensajería. Por el momento, no hay ningún comunicado desde la empresa sobre este fallo ni en su web si sus redes sociales. Según un experto consultado por EFE, el responsable de la web de seguridad infomática 'Hacking Ético', Deepak Daswani, es más probable que se trate de un fallo técnico que un ataque al servicio, ya que ""apenas han existido problemas de ataques 'hacktivistas' en esta plataforma"". Numerosos usuarios han informado de problemas en el servicio de WhatsApp desde la madrugada de este viernes. El problema afecta concretamente al envío de mensajes, lo que visualmente se está representando en los chats a través del icono del reloj",0
"Mientras que algunas plataformas sirven para gestionar expedientes o firmar documentos online, otras permiten automatizar contratos e incluso divorcios. La irrupción de las herramientas ‘legaltech’ promete ayudar a las empresas a lograr una mayor eficiencia y rentabilidad._x000D_ La automatización de determinados procesos legales ha impulsado la tendencia ‘legaltech’. Mientras que en 2021 el mercado global de tecnología legal generó unos ingresos de 18.400 millones de dólares, se espera que esta cifra alcance los 25.100 millones en 2025, según Statista. Cada vez más empresas recurren a este tipo de herramientas para lograr una mayor eficiencia y rentabilidad, además de mejorar la calidad de sus servicios._x000D_ El concepto ‘legaltech’ —abreviación de ‘legal technology’ o tecnología legal— hace referencia a la adopción de tecnología para mejorar los servicios jurídicos. Algo que puede resultar muy útil tanto para las empresas de servicios legales como para otro tipo de compañías. Varias investigaciones indican que el asesoramiento legal en línea, los sistemas de gestión de casos o el análisis de documentos con inteligencia artificial ya son comunes en bufetes y departamentos legales de todo el mundo._x000D_ En los despachos de abogados se recurre a varias herramientas ‘legaltech’, tal y como explica Jorge Morell Ramos, socio-director de Legaltechies (una consultora especializada en transformación digital del sector jurídico): “Desde aquellas para automatizar las plantillas de contratos más comunes a las que garantizan la validez legal de una junta de accionistas realizada online o las que permiten compartir determinados borradores al cliente para saber sus comentarios”._x000D_ La tecnología también puede aplicarse en el departamento legal o la asesoría jurídica de otro tipo de empresas para agilizar múltiples trámites. Moisés Barrio, letrado del Consejo de Estado y director del postgrado en Legal Tech y transformación digital de la Escuela de Práctica Jurídica de la Universidad Complutense de Madrid, sostiene que",0
"El Gobierno regalará viagra a los pensionistas para calmar los ánimos . El Gobierno regalará viagra a los pensionistas para calmar los ánimos
El descontento de los pensionistas con la política que está llevando a cabo el Gobierno en cuanto a las pensiones es latente. Para combatirlo, el Ejecutivo de Rajoy ha decidido llevar a cabo lo que ha llamado una medida compensatoria. Se trata de regalar los medicamentos para la disfunción eréctil.
En la rueda de prensa de ayer por la tarde en la que se anunció la medida, el ministro de economía reconocía que por la situación económica actual era imposible subir las pensiones. Sin embargo, los pensionistas podrán disfrutar de viagra gratuita. ""Para los que les haga falta y para los que no, qué coño"". Pero la medida no se ciñe únicamente a los varones. Las mujeres podrán adquirir sin coste lubricantes para la sequedad vaginal.
Tras el anuncio, las agrupaciones de jubilados y pensionistas se mostraban medianamente satisfechas. Algunos afirmaban que su gasto en viagra era de más de cien euros mensuales, por lo que la medida les beneficiaba. Una mujer, por el contrario, reconocía que ella ""de sequedad en el potorro nada, sino más bien se asemeja a una babosa en días de lluvia"". Parece que una vez más, no llueve a gusto de todos.",1
